Transform3D(0.733937, 0.624178, -0.229941, -0.570288, 0.413165, -0.704746, -0.342934, 0.648594, 0.670767, -0.132157, 0.667566, -0.567426)
Transform3D(0.734553, 0.623664, -0.229365, -0.569289, 0.413247, -0.705517, -0.343274, 0.649036, 0.670153, -0.132245, 0.667675, -0.567301)
Transform3D(0.735169, 0.623151, -0.228778, -0.568278, 0.413318, -0.706303, -0.343631, 0.649484, 0.669526, -0.132327, 0.667825, -0.567326)
Transform3D(0.735661, 0.622814, -0.228108, -0.567674, 0.413983, -0.706399, -0.343577, 0.649383, 0.669653, -0.132415, 0.667979, -0.56734)
Transform3D(0.736156, 0.62244, -0.227529, -0.567128, 0.414666, -0.706436, -0.343419, 0.649307, 0.669811, -0.132406, 0.667985, -0.567575)
Transform3D(0.735862, 0.622886, -0.227253, -0.567909, 0.415812, -0.705108, -0.342757, 0.648143, 0.671302, -0.132412, 0.667992, -0.567861)
Transform3D(0.735492, 0.623436, -0.226942, -0.568856, 0.417143, -0.703527, -0.34198, 0.646758, 0.673064, -0.132701, 0.667564, -0.568224)
Transform3D(0.734526, 0.625056, -0.225603, -0.570174, 0.419006, -0.701307, -0.341861, 0.643985, 0.675825, -0.132781, 0.666898, -0.568829)
Transform3D(0.732731, 0.627589, -0.224398, -0.572596, 0.420982, -0.698084, -0.341665, 0.640222, 0.679553, -0.13286, 0.666162, -0.569477)
Transform3D(0.730777, 0.630318, -0.22311, -0.575222, 0.423058, -0.694597, -0.341439, 0.63616, 0.683538, -0.133139, 0.665593, -0.569837)
Transform3D(0.729808, 0.632013, -0.221472, -0.576365, 0.424852, -0.692512, -0.341587, 0.633276, 0.686182, -0.133102, 0.665574, -0.569874)
Transform3D(0.730003, 0.631944, -0.221019, -0.576269, 0.425584, -0.692132, -0.341328, 0.632853, 0.68671, -0.133064, 0.665584, -0.569927)
Transform3D(0.730112, 0.631963, -0.220597, -0.576267, 0.426267, -0.691705, -0.341098, 0.632373, 0.687277, -0.133141, 0.665833, -0.569795)
Transform3D(0.731214, 0.630628, -0.220772, -0.57512, 0.426332, -0.692634, -0.340674, 0.633661, 0.686284, -0.133041, 0.666029, -0.569556)
Transform3D(0.732394, 0.628935, -0.221692, -0.574162, 0.426116, -0.693577, -0.339754, 0.635486, 0.685034, -0.132988, 0.666198, -0.569384)
Transform3D(0.733346, 0.627564, -0.222435, -0.573404, 0.425967, -0.694308, -0.338981, 0.63694, 0.684052, -0.132852, 0.666294, -0.569052)
Transform3D(0.734605, 0.625621, -0.223758, -0.572509, 0.425605, -0.695285, -0.337764, 0.639089, 0.682626, -0.132826, 0.666222, -0.568731)
Transform3D(0.736133, 0.623331, -0.225132, -0.571413, 0.425398, -0.696331, -0.33629, 0.641462, 0.681107, -0.132644, 0.666199, -0.568522)
Transform3D(0.736998, 0.621815, -0.226496, -0.570894, 0.42483, -0.697117, -0.335274, 0.643305, 0.679849, -0.132441, 0.666165, -0.568298)
Transform3D(0.737914, 0.620191, -0.227973, -0.57036, 0.424223, -0.69794, -0.334167, 0.645271, 0.678511, -0.132563, 0.665965, -0.568163)
Transform3D(0.738325, 0.619551, -0.228389, -0.570006, 0.423997, -0.698374, -0.333866, 0.646035, 0.677923, -0.132497, 0.665605, -0.568261)
Transform3D(0.737084, 0.620927, -0.228662, -0.571401, 0.423617, -0.69745, -0.334222, 0.644962, 0.678782, -0.132421, 0.665275, -0.56833)
Transform3D(0.736047, 0.622074, -0.228888, -0.572569, 0.423307, -0.696667, -0.334508, 0.64406, 0.679509, -0.13258, 0.664902, -0.568458)
Transform3D(0.735051, 0.623472, -0.22828, -0.573496, 0.42354, -0.695746, -0.335109, 0.642553, 0.680656, -0.132697, 0.664437, -0.568906)
Transform3D(0.732894, 0.62642, -0.227136, -0.575623, 0.424077, -0.693623, -0.336185, 0.639324, 0.683201, -0.132877, 0.663853, -0.569521)
Transform3D(0.730022, 0.630309, -0.225609, -0.578449, 0.424773, -0.690791, -0.337579, 0.635024, 0.686569, -0.132969, 0.663644, -0.569812)
Transform3D(0.728693, 0.632256, -0.224453, -0.579656, 0.42538, -0.689379, -0.338381, 0.63268, 0.688364, -0.133072, 0.663855, -0.569848)
Transform3D(0.728576, 0.632659, -0.22369, -0.579497, 0.425643, -0.689349, -0.338905, 0.632099, 0.688643, -0.133047, 0.664382, -0.56951)
Transform3D(0.729962, 0.631147, -0.223437, -0.577714, 0.425591, -0.690903, -0.338967, 0.633643, 0.687166, -0.133023, 0.664854, -0.569241)
Transform3D(0.730978, 0.630038, -0.223241, -0.576401, 0.425554, -0.69204, -0.339012, 0.634769, 0.686085, -0.132991, 0.665262, -0.569041)
Transform3D(0.731996, 0.628964, -0.22293, -0.575136, 0.425738, -0.692994, -0.338963, 0.635711, 0.685222, -0.133067, 0.665643, -0.568927)
